,master_recipe_id,id,name,edition_year,ingredient_id_0,recipe_ingredient_type_0,measurement_id_0,amount_0,ingredient_id_1,recipe_ingredient_type_1,measurement_id_1,amount_1,ingredient_id_2,recipe_ingredient_type_2,measurement_id_2,amount_2,ingredient_id_3,recipe_ingredient_type_3,measurement_id_3,amount_3,ingredient_id_4,recipe_ingredient_type_4,measurement_id_4,amount_4,ingredient_id_5,recipe_ingredient_type_5,measurement_id_5,amount_5,ingredient_id_6,recipe_ingredient_type_6,measurement_id_6,amount_6,ingredient_id_7,recipe_ingredient_type_7,measurement_id_7,amount_7,ingredient_id_8,recipe_ingredient_type_8,measurement_id_8,amount_8,ingredient_id_9,recipe_ingredient_type_9,measurement_id_9,amount_9,ingredient_id_10,recipe_ingredient_type_10,measurement_id_10,amount_10,ingredient_id_11,recipe_ingredient_type_11,measurement_id_11,amount_11,ingredient_id_12,recipe_ingredient_type_12,measurement_id_12,amount_12,ingredient_id_13,recipe_ingredient_type_13,measurement_id_13,amount_13,ingredient_replacement_suggestions,instructions,glass_id,notes,year_introduced
1295,1314.0,1314,Mont Blanc,2012,532.0,Main,4.0,1,38.0,Main,4.0,1,67.0,Main,4.0,1,677.0,Main,30.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process all ingredients in blender until smooth. Pour into oversized
red-wine glass.",34,,2000
1296,1315.0,1315,Nutty Colada,2012,281.0,Main,4.0,3,614.0,Main,4.0,1 1/2,792.0,Main,34.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process all ingredients in blender with 1 cup crushed ice until
smooth. Pour into Collins glass and serve with a straw.",13,,1984
1297,1316.0,1316,Orange Blossom Special,2012,299.0,Main,4.0,1,384.0,Main,4.0,2 1/2,793.0,Main,30.0,1,677.0,Main,30.0,1,67.0,Main,4.0,2 1/2,431.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into hurricane glass. Garnish with orange and cherry.",23,,2000
1298,1317.0,1317,Orange Tree,2012,281.0,Main,4.0,1 1/2,149.0,Main,4.0,3/4,131.0,Main,4.0,1 1/2,677.0,Main,30.0,1,794.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into hurricane
glass. Top with whipped cream and garnish with orange.",23,,2000
1299,1318.0,1318,Over The Rainbow,2012,300.0,Main,4.0,2,35.0,Main,4.0,1,735.0,Main,30.0,2,795.0,Main,0.0,4,796.0,Main,0.0,2,797.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup ice until smooth. Pour into
hurricane glass. Garnish with peach and strawberry.",23,,2000
1300,1319.0,1319,Peach Melba Freeze,2012,299.0,Main,4.0,3/4,532.0,Main,4.0,3/4,682.0,Main,4.0,3/4,677.0,Main,30.0,2,67.0,Main,4.0,3/4,798.0,Main,4.0,1,199.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into hurricane
glass. Garnish with peach.",23,,2000
1301,1320.0,1320,Peachy Amaretto,2012,281.0,Main,4.0,2,799.0,Main,0.0,4,677.0,Main,30.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process all ingredients in blender until smooth. Pour into hurricane
glass.",23,,2012
1302,1321.0,1321,Raspberry Cheesecake,2012,800.0,Main,34.0,1,82.0,Main,4.0,1,532.0,Main,4.0,1,677.0,Main,30.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process all ingredients in blender with 1 cup crushed ice until
smooth. Pour into hurricane glass.",23,,2000
1303,1322.0,1322,Road Runner,2012,38.0,Main,4.0,1,281.0,Main,4.0,1/2,308.0,Main,10.0,2,81.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rim edge of chilled champagne flute with orange and a mixture of
sugar and nutmeg. Combine remaining ingredients in blender with ½
cup crushed ice for 15 seconds. Pour into glass. Top with nutmeg.",3,,1978
1304,1323.0,1323,Strawberries And Cream,2012,352.0,Main,4.0,1,5.0,Main,4.0,1 1/2,67.0,Main,4.0,2,801.0,Main,0.0,2,404.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process first three ingredients in blender with 1 cup crushed ice
until smooth. Add sliced strawberries and blend for 10 seconds. Pour
into hurricane glass. Garnish with whole strawberry and serve with
straw.",23,,1984
1305,1324.0,1324,Strawberry Alexandra,2012,82.0,Main,4.0,1,52.0,Main,4.0,1,802.0,Main,40.0,1/2,677.0,Main,30.0,1,746.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into white-wine
glass. Top with whipped cream and chocolate curls. Serve with a
straw and a spoon.",37,,2000
1306,1325.0,1325,Strawberry Banana Spritz,2012,148.0,Main,4.0,1 1/2,803.0,Main,40.0,1,677.0,Main,30.0,1,60.0,Main,40.0,1/4,404.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into hurricane
glass. Garnish with whole strawberry.",23,,2000
1307,1326.0,1326,Strawberry Dawn,2012,16.0,Main,4.0,1,308.0,Main,10.0,2,804.0,Main,40.0,1/2,805.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into cocktail glass. Garnish with strawberry slice and mint.",44,,1988
1308,1327.0,1327,Strawberry Shortcake,2012,281.0,Main,4.0,1,82.0,Main,4.0,3/4,806.0,Main,40.0,1/2,677.0,Main,30.0,2,807.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into oversized
red-wine glass. Top with whipped cream and garnish with
strawberry.",34,,2000
1309,1328.0,1328,Surf's Up,2012,148.0,Main,4.0,1/2,82.0,Main,4.0,1/2,118.0,Main,4.0,5,67.0,Main,4.0,1,298.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients with 1 cup crushed ice until smooth. Pour into
hurricane glass. Garnish with orange and cherry.",23,,2000
1310,1329.0,1329,Sweet-Tart,2012,38.0,Main,4.0,2,259.0,Main,4.0,3,118.0,Main,4.0,3,24.0,Main,4.0,1/2,338.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into hurricane glass. Garnish with lime.",23,,2000
1311,1330.0,1330,Tennessee Waltz,2012,299.0,Main,4.0,1 1/4,118.0,Main,4.0,2,296.0,Main,4.0,1,677.0,Main,30.0,2,808.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into hurricane
glass. Garnish with whipped cream and peach.",23,,2000
1312,1331.0,1331,Tequila Frost,2012,779.0,Main,4.0,1 1/4,118.0,Main,4.0,1 1/4,208.0,Main,4.0,1 1/4,809.0,Main,4.0,1/2,54.0,Main,4.0,1/2,677.0,Main,30.0,1,298.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into hurricane
glass. Garnish with orange and cherry.",23,,2000
1313,1332.0,1332,Tidal Wave,2012,433.0,Main,4.0,1 3/4,23.0,Main,4.0,1/2,118.0,Main,4.0,1,131.0,Main,4.0,1,810.0,Main,4.0,1/2,5.0,Main,4.0,3/4,22.0,Main,4.0,3/4,549.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender with 1 cup crushed ice until smooth.
Pour into hurricane glass. Garnish with lime and cherry.",23,,2000
1314,1333.0,1333,Tidbit,2012,16.0,Main,4.0,1,101.0,Main,4.0,1,677.0,Main,30.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blend ingredients in blender at low speed and pour into old-fashioned
glass.",27,,1974
1315,1334.0,1334,Trolley Car,2012,281.0,Main,4.0,1 3/4,811.0,Main,0.0,4,677.0,Main,30.0,2,404.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Process ingredients in blender until smooth. Pour into hurricane
glass. Garnish with whole strawberry.",23,,2000
1316,1335.0,1335,1815,2012,557.0,Main,4.0,2,22.0,Main,4.0,1/2,24.0,Main,4.0,1/2,97.0,Main,0.0,,812.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shake first three ingredients with ice and strain into ice-filled Collins glass. Top with ginger ale. Garnish with lemon and lime.,13,,2012
1317,1336.0,1336,The Allspice Flip,2012,262.0,Main,4.0,1 1/2,321.0,Main,4.0,1/2,80.0,Main,4.0,1/2,141.0,Main,4.0,1/4,302.0,Main,0.0,1,813.0,Main,4.0,1,81.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first five ingredients without ice. Add ice and shake again.
Strain through wire sieve into chilled Collins glass. Top off with
beer. Sprinkle with nutmeg.",13,,2012
1318,1337.0,1337,Americano,2012,9.0,Main,4.0,2,194.0,Main,4.0,2,60.0,Main,0.0,,18.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour vermouth and Campari into ice-filled highball glass. Fill with soda water and stir. Add lemon twist.,21,"Just like it's caffeinated cousin, the Caffè Americano, the Americano cocktail was born in Italy. Originally though, it was known as the Milano-Torino, as Campari came from Milan and Punt e Mes came from Turin. Legend has it that when Italian bar-goers noticed a surge of Americans imbibing this particular concoction, they dubbed in the Americano, and the name stuck. In Ian Fleming's Casino Royale series, the Americano is the first drink ordered by the infamous James Bond himself. Gaspare Campari, for whom Campari liqueur is named, first served it at his famous Caffè Campari in Milan in 1860. Like so many Italian cocktails, it is an impeccable balance of sweet and bitter enhanced by refreshing herbal notes. Perfect with antipasti or just as a before-dinner drink.",1984
1319,1338.0,1338,Andalusia,2012,101.0,Main,4.0,1 1/2,163.0,Main,4.0,1/2,23.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir well with ice and strain into chilled cocktail glass.,44,,1974
1320,1339.0,1339,Apple-Cinnaom Sparkler,2012,154.0,Main,4.0,1,814.0,Main,4.0,1/2,22.0,Main,4.0,1/4,815.0,Main,4.0,4,155.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gently fold ingredients with ice in mixing glass. Strain into chilled
champagne flute. Top with extra splash of sparkling wine or
Champagne. Add apple.",3,,2012
1321,1340.0,1340,Bella Rosa,2012,816.0,Main,4.0,1 1/4,194.0,Main,4.0,1,22.0,Main,4.0,1/2,5.0,Main,4.0,1/2,817.0,Main,4.0,1/2,241.0,Main,4.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first five ingredients with ice, shaking hard to break up
strawberry. Strain into ice-filled old-fashioned glass. Top with
ginger beer.",27,,2012
1322,1341.0,1341,Bellini,2012,818.0,Main,4.0,1,819.0,Main,4.0,5,2373.0,Main,4.0,3,2374.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Boston Peach Schnapps is a great choice for a bellini. It's fresh peach flavor and richly sweet body make it an excellent alternative to peach puree for this bubbly celebration cocktail.,"Pour puree into chilled Champagne flute. Carefully fill glass with
prosecco (watch out for foaming).",3,"Simplicity. It's the mark of a true Bellini. Fresh white peach puree and crisp, fizzy Prosecco. Italian summers are heavily perfumed by the abundant number of peaches that grow throughout the country, and there is a long history there of marinating these succulent fruits in local wines. In 1948, Giuseppe Cipriani created the first Bellini at Harry's Bar in Venice in an attempt to transform his favorite fruit into a cocktail for his patrons. His invention was a huge success, but the Bellini remained a seasonal treat until a French entrepreneur devised a method of freezing the fresh peach puree so that Mr. Cipriani could serve them year-round. The name is said to be inspired by the colors used by Venetian painter Giovanni Bellini in many of his works. An excellent choice for brunch, but perfect for humid summer evenings spent outdoors.",1988
1323,1342.0,1342,Bishop,2012,131.0,Main,4.0,1,22.0,Main,4.0,3/4,5.0,Main,4.0,1/2,258.0,Main,0.0,,84.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first three ingredients with ice and strain into ice-filled
highball glass. Fill with wine, and stir well. Garnish with fruit.",21,,1957
1324,1343.0,1343,Blackberry Fizz,2012,820.0,Main,0.0,2,22.0,Main,4.0,3/4,5.0,Main,4.0,3/4,123.0,Main,4.0,1,123.0,Main,4.0,1,123.0,Main,4.0,1,16.0,Main,4.0,1,644.0,Main,4.0,2,821.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,"Muddle blackberries, lemon juice, and syrup in mixing glass. Add Lillet, gin, and ice and shake. Strain into chilled champagne flute. Top with sparkling wine. Garnish with blackberry.",3,,2012
1325,1344.0,1344,Boston Orange,2012,822.0,Main,4.0,14,485.0,Main,4.0,1 1/2,462.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fill 1-pt. beer mug or pilsner glass with ale, leaving room at the top
for the vodka. Pour in vodka. Garnish with orange.",28,,2012
1326,1345.0,1345,Brazil Cocktail,2012,19.0,Main,4.0,1 1/2,101.0,Main,4.0,1 1/2,6.0,Main,2.0,1,75.0,Main,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.",Stir with ice and strain into chilled cocktail glass.,44,,1935
1327,1346.0,1346,Brooklyn Tai,2012,146.0,Main,4.0,1,36.0,Main,4.0,1/2,24.0,Main,4.0,1/2,823.0,Main,4.0,12,824.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake first three ingredients with ice and strain into 1-pt. beer mug.
Gently pour in beer. Garnish with mint and lime wheel.",24,,2012
1328,1347.0,1347,Broken Spur Cocktail,2012,9.0,Main,4.0,3/4,69.0,Main,4.0,1 1/2,21.0,Main,4.0,1/4,2106.0,Main,18.0,2/3,75.0,Main,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,44,,1935
1329,1348.0,1348,Champagne Cocktail,2012,708.0,Main,69.0,1,6.0,Main,2.0,2,111.0,Main,0.0,2,18.0,Garnish,0.0,1,496.0,Main,18.0,Fill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consider world-famous Peychaud’s Bitters instead of Angostura bitters in this cocktail. The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Place sugar and bitters in champagne flute and fill with Champagne.
Add lemon twist.",3,"For those of you who enjoy hosting guests, this cocktail might just be your new favorite. Champagne Cocktails are classy, simple, and definite crowd-pleasers. Perfect for a DIY cocktail station if you're throwing a party. Interestingly enough, in the first edition Jerry Thomas's How to Mix Drinks, published in 1862, the instructions call for all ingredients to be shaken, including the champagne. A later edition of the same book rectified the mistake and altered the instructions, but who knows how many champagne catastrophes occurred in the meantime? Other versions of this drink also include a healthy dose of brandy, but those tend to be a bit heavier on the palate. If you're looking for a little variation, take advantage of the plentiful selection of aromatic bitters at your local spirit shop.",1935
1330,1349.0,1349,Almond Tea Toddy,2012,202.0,Main,4.0,1,156.0,Main,4.0,1/2,129.0,Main,4.0,1/2,826.0,Main,4.0,4,462.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir in preheated Irish coffee glass or mug. Garnish with orange.,31,,2012
1331,1350.0,1350,Cherry-Vanilla Sparkler,2012,825.0,Main,4.0,1,77.0,Main,4.0,1/2,426.0,Main,4.0,1/2,827.0,Main,4.0,1/4,815.0,Main,4.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gently fold ingredients with ice in mixing glass. Strain into chilled
champagne flute. Top with extra splash of sparkling wine or
Champagne.",3,,2012
1332,1351.0,1351,Amaretto Tea,2012,828.0,Main,4.0,6,281.0,Main,4.0,2,829.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour hot tea into preheated Irish coffee glass. Add amaretto, but do not stir. Top with whipped cream.",31,,1988
1333,1352.0,1352,Chrysanthemum Cocktail,2012,19.0,Main,4.0,1 1/2,66.0,Main,4.0,3/4,130.0,Main,2.0,3,109.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass. Add orange twist.,44,,1935
1334,1353.0,1353,American Grog,2012,23.0,Main,4.0,1 1/2,22.0,Main,4.0,3/4,92.0,Main,69.0,1,830.0,Main,4.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Put rum, lemon juice, and sugar cube in preheated Irish coffee glass. Fill with hot water. Stir to dissolve sugar.",31,"Water, water everywhere, and not a drop to drink. Such has always been the obstacle on long sea voyages. Before ships had electricity and refrigeration—in other words, throughout most of history—sailors had to find ways to stay hydrated whilst aboard their ships. Wine and beer quickly turned sour, and water went stale, grew algae, and became slimy. Sometime in the mid-1700s, Vice Admiral Edward Vernon issued an order for rum to be mixed with his ship's water supply to keep it from spoiling. His trick worked, and became standard practice amongst many sailors. The name “Grog” is a nod to Vice Admiral Vernon, who was nicknamed “Old Grog” because of a grogram jacket he often wore. Given his popularity amongst his crew, they dubbed the mixture “Grog” in his honor.",1957
1335,1354.0,1354,Aprihot,2012,63.0,Main,4.0,2,830.0,Main,4.0,4,831.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour ingredients into preheated Irish coffee glass. Top with ground
cinnamon and garnish with citrus wheel.",31,,1984
1336,1355.0,1355,Black Gold,2012,21.0,Main,4.0,1/4,281.0,Main,4.0,1/4,571.0,Main,4.0,1/4,682.0,Main,4.0,1/4,832.0,Main,4.0,4,467.0,Main,2.0,1,833.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour first four ingredients into preheated Irish coffee glass. Add coffee and schnapps and stir. Top with whipped cream and chocolate and add cinnamon stick.,31,,2000
1337,1356.0,1356,Blue Blazer,2012,8.0,Main,4.0,2 1/2,830.0,Main,4.0,2 1/2,5.0,Main,4.0,1/2,18.0,Garnish,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warm two large, silver-plated mugs with handles with boiling water; pour out water. Put whiskey into one mug and fresh boiling water
into other mug. Ignite whiskey. While whiskey flames, pour into mug with boiling water. Repeat pouring from one mug into the other,
extending stream to a foot or so. If done well, this will have the appearance of a continuous stream of liquid fire. Sweeten with syrup. Pour into preheated Irish coffee glass and add lemon twist.",31,"*Bourbon, Blended, Rye or Canadian.",1935
1338,1357.0,1357,Claret Cobbler,2012,60.0,Main,4.0,2,5.0,Main,4.0,1/2,835.0,Main,4.0,3,84.0,Garnish,0.0,1,2117.0,Garnish,13.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour soda water and syrup into ice-filled red-wine glass. Add wine
and stir. Garnish with fruit. Serve with straws.",34,,1935
1339,1359.0,1359,Bourbon Spice Latte,2012,711.0,Main,4.0,1,837.0,Main,4.0,1/2,141.0,Main,4.0,1/4,158.0,Main,10.0,1,838.0,Main,19.0,1,839.0,Main,4.0,4,187.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stir in preheated Irish coffee glass. Float star anise on top.,31,,2012
1340,1360.0,1360,Brandy Blazer,2012,840.0,Main,4.0,2,92.0,Main,69.0,1,109.0,Main,0.0,1,2189.0,Main,4.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combine first two ingredients in preheated old-fashioned glass.
Light with a match and stir with barspoon for a few seconds. Pour
into preheated Irish coffee glass. Add orange twist.",27,,1935
1341,1361.0,1361,Brandy Toddy (Hot),2012,5.0,Main,4.0,1/2,830.0,Main,4.0,4,52.0,Main,4.0,2,841.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour syrup into preheated Irish coffee glass or mug. Fill with
boiling water. Add brandy and stir. Add lemon and sprinkle with
nutmeg.",31,,1957
1342,1362.0,1362,Cafe & Cachaca,2012,842.0,Main,4.0,3/4,843.0,Main,4.0,1/2,21.0,Main,4.0,1/4,832.0,Main,4.0,4,81.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stir in preheated Irish coffee glass. Top with nutmeg.

Coffee-Infused Cachaca
Combine 1/3 cup dark roast (Italian or French) coffee beans with 1
cup cachaca in a jar. Cover tightly and let stand at room
temperature for 5-7 days. Strain into bottle and store, refrigerated,
for up to 1 month.",31,,2012
1343,1363.0,1363,Cafe L'orange,2012,20.0,Main,4.0,1/2,666.0,Main,4.0,1,21.0,Main,4.0,1/2,832.0,Main,4.0,4,852.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pour first three ingredients into preheated Irish coffee glass. Fill
with coffee. Top with whipped cream and sprinkle with orange zest.",31,,2000
1344,1364.0,1364,Cranberry Spiced Champagne,2012,844.0,Main,0.0,6,22.0,Main,4.0,1/4,158.0,Main,10.0,1,838.0,Main,19.0,1,815.0,Main,4.0,4,845.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muddle 6 cranberries with lemon juice, agave nectar, and pumpkin
pie spice in mixing glass. Add sparkling wine or Champagne and ice
and gently fold. Strain into chilled champagne flute. Top with extra
splash of sparkling wine or Champagne. Float 3 cranberries on top.",3,,2012
1345,1365.0,1365,Death In The Afternoon,2012,130.0,Main,4.0,1,111.0,Main,4.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour absinthe into chilled flute glass. Top with Champagne.,3,,2012
1346,1366.0,1366,Diplomat,2012,19.0,Main,4.0,1 1/2,9.0,Main,4.0,1/2,6.0,Main,2.0,2,77.0,Main,10.0,1/2,62.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"World famous Peychaud’s Bitters were created by Antoine Amedie Peychaud in New Orleans in the early 1800s.  It is a proprietary recipe that includes several different herbs and spices.  The Peychaud’s flavor profile is a zesty blend of anise, nutmeg and clove notes with a slightly sweet, floral taste.","Stir with ice and strain into chilled cocktail glass. Garnish with
lemon and cherry.",44,,1984
1347,1367.0,1367,El Maestro,2012,176.0,Main,13.0,,364.0,Main,4.0,1 1/2,16.0,Main,4.0,1/2,203.0,Main,4.0,1/2,184.0,Main,4.0,1/2,846.0,Main,2.0,2,220.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muddle 1 cucumber slice in mixing glass. Add remaining ingredients
and stir with ice. Strain into ice-filled highball glass. Garnish with
cucumber slice.",21,,2012
1348,1368.0,1368,Falling Leaves,2012,847.0,Main,4.0,2,329.0,Main,4.0,1,186.0,Main,4.0,1/2,35.0,Main,4.0,1/2,47.0,Main,2.0,1,187.0,Garnish,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shake ingredients with ice and strain into chilled cocktail glass.
Garnish with star anise pod.",44,,2012
1349,1369.0,1369,Kir Royale,2012,111.0,Main,4.0,5 1/2,83.0,Main,4.0,1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pour into large champagne flute or white-wine glass.,3,"Felix Kir, mayor of the French city of Dijon, popularized this drink in the years after World War II.",1984
